"Link URL","Anchor Text","Page URL","Page Title","Affiliate Tagged","Affiliate Tag Name","ASIN","Product Name","Product Availability"
"//insidefirstaid.com/first-responder-equipment/leatherman-raptor-shears-review-and-comparison-with-other-trauma-shears","trauma shears","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"http://lwrcert.org/resources/SAMsplint_UserGuide.pdf","SAM Splint User's Guide","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"https://www.redcross.org/images/MEDIA_CustomProductCatalog/m49440095_WRFA_ERG_9781584806295.pdf","Wilderness and Remote First Aid Emergency Reference Guide","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit","First Aid Kit","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-use-a-mylar-blanket-to-stop-hypothermia","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/mylar-blankets-for-sale-to-stop-hypothermia.jpg?itok=FXg141DW"" width=""206"" height=""115"" alt=""Emergency or mylar blanket"" title=""Emergency or mylar blanket"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-use-a-mylar-blanket-to-stop-hypothermia","How to Use Mylar Blankets to Stop Hypothermia","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/medical-tape-buy-the-right-kind","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/best-medical-tape-surgical-comparison-of-3m-and-waterproof.jpg?itok=xD0jXdvG"" width=""206"" height=""115"" alt=""Every Injury Has a Medical Tape"" title=""Every Injury Has a Medical Tape"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/medical-tape-buy-the-right-kind","5 Different Types of Medical Tapes and How to Use Them","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/povidone-iodine-betadine-a-powerful-antiseptic","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/povidone-iodine-betadine-a-powerful-antiseptic-for-wound-care.jpg?itok=Rx86K-MW"" width=""206"" height=""115"" alt=""Povidone Iodine (Betadine): A Powerful Antiseptic and Water Purifier"" title=""Povidone Iodine (Betadine): A Powerful Antiseptic and Water Purifier"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/povidone-iodine-betadine-a-powerful-antiseptic","How to Use Povidone Iodine (Betadine) as an Antiseptic","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/re-factor-tactical-cloth-trauma-tape","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/re-factor-trauma-tape-for-first-aid.jpg?itok=5QPbVdzm"" width=""206"" height=""115"" alt=""Medical tape for emergencies"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/re-factor-tactical-cloth-trauma-tape","Re Factor Tactical Cloth Trauma Tape","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-choose-a-first-aid-kit-bag","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/how-to-choose-a-portable-first-aid-kit-bag.jpg?itok=A9soEe-l"" width=""206"" height=""115"" alt=""How to Choose Your Portable First Aid Kit Bag"" title=""How to Choose Your Portable First Aid Kit Bag"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-choose-a-first-aid-kit-bag","How to Choose a First Aid Kit Bag","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-create-your-personal-first-aid-kit","<img typeof=""foaf:Image"" class=""image-style-related4"" src=""https://insidefirstaid.com/sites/default/files/styles/related4/public/field/image/how-to-build-your-first-aid-kit-for-personal-use_0.jpg?itok=d7jbtoKo"" width=""206"" height=""115"" alt=""How to Make a Practical First Aid Kit for the Everyday and the Extreme"" title=""How to Make a Practical First Aid Kit for the Everyday and the Extreme"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-create-your-personal-first-aid-kit","How to Create a First Aid Kit for the Everyday and the Extreme","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding","Bleeding","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/burns","Burns","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/cardiac-arrest","Cardiac Arrest","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/diagnosis","Diagnosis","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/first-aid-kit","First Aid Kit","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/first-responder-equipment","First Responder Equipment","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/long-term-wound-care","Long Term Wound Care","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/mobility-products","Mobility Products","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/prevention","Prevention","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-create-your-personal-first-aid-kit","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/how-to-build-your-first-aid-kit-for-personal-use_0.jpg?itok=hBmQbWEV"" width=""120"" height=""80"" alt=""How to Make a Practical First Aid Kit for the Everyday and the Extreme"" title=""How to Make a Practical First Aid Kit for the Everyday and the Extreme"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-create-your-personal-first-aid-kit","How to Create a First Aid Kit for the Everyday and the Extreme","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-use-a-mylar-blanket-to-stop-hypothermia","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/mylar-blankets-for-sale-to-stop-hypothermia.jpg?itok=hcajX4Z6"" width=""120"" height=""80"" alt=""Emergency or mylar blanket"" title=""Emergency or mylar blanket"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-use-a-mylar-blanket-to-stop-hypothermia","How to Use Mylar Blankets to Stop Hypothermia","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/medical-tape-buy-the-right-kind","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/best-medical-tape-surgical-comparison-of-3m-and-waterproof.jpg?itok=U5c7ME2P"" width=""120"" height=""80"" alt=""Every Injury Has a Medical Tape"" title=""Every Injury Has a Medical Tape"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/medical-tape-buy-the-right-kind","5 Different Types of Medical Tapes and How to Use Them","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/povidone-iodine-betadine-a-powerful-antiseptic","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/povidone-iodine-betadine-a-powerful-antiseptic-for-wound-care.jpg?itok=aKDxQVRK"" width=""120"" height=""80"" alt=""Povidone Iodine (Betadine): A Powerful Antiseptic and Water Purifier"" title=""Povidone Iodine (Betadine): A Powerful Antiseptic and Water Purifier"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/povidone-iodine-betadine-a-powerful-antiseptic","How to Use Povidone Iodine (Betadine) as an Antiseptic","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/re-factor-tactical-cloth-trauma-tape","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/re-factor-trauma-tape-for-first-aid.jpg?itok=diH2Z7pN"" width=""120"" height=""80"" alt=""Medical tape for emergencies"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/re-factor-tactical-cloth-trauma-tape","Re Factor Tactical Cloth Trauma Tape","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-choose-a-first-aid-kit-bag","<img typeof=""foaf:Image"" class=""image-style-related-medium"" src=""https://insidefirstaid.com/sites/default/files/styles/related-medium/public/field/image/how-to-choose-a-portable-first-aid-kit-bag.jpg?itok=S4rhbIiH"" width=""120"" height=""80"" alt=""How to Choose Your Portable First Aid Kit Bag"" title=""How to Choose Your Portable First Aid Kit Bag"" />","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"/first-aid-kit/how-to-choose-a-first-aid-kit-bag","How to Choose a First Aid Kit Bag","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/about-us","Peter Oldani","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"https://www.quora.com/profile/Peter-Oldani","Quora","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"https://www.linkedin.com/in/peter-oldani-inside-first-aid/","Linkedin","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/about-us","here","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/","","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/about-us","About Inside First Aid","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/scholarship","Scholarship Program","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"http://eepurl.com/ct63V1","Newsletter","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/privacy-policy","Privacy Policy","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/sitemap.xml","Sitemap","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"mailto:insidefirstaid@gmail.com","insidefirstaid@gmail.com","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"https://www.facebook.com/insidefirstaid","Facebook","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"https://www.pinterest.com/insidefirstaid/","Pinterest","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"https://plus.google.com/u/0/b/106491114274414776311/+Insidefirstaid","Google+","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"https://www.instagram.com/insidefirstaid/","Instagram","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"https://insidefirstaid.tumblr.com","Tumblr","https://insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","How to Use a Sam Splint to Treat Bone Fractures | Inside First Aid",,,,,
"//insidefirstaid.com/","","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"https://insidefirstaid.com/","Home","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"https://insidefirstaid.com/bleeding","Bleeding","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"https://insidefirstaid.com/about-us","Peter Oldani","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/first-aid-kit/how-to-create-your-personal-first-aid-kit","first aid kit","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2700561/","4","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"https://www.nsc.org/in-the-newsroom/motor-vehicle-deaths-increase-by-largest-percent-in-50-years","5","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2700561/","4","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/sites/default/files/what-is-chest-seal-how-to-use-to-treat-deep-cuts-or-puncture-wounds.jpg","","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/first-aid-kit/medical-tape-buy-the-right-kind","tape","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding/how-to-use-cyanoacrylate-surgical-skin-glues","surgical glue","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"https://commons.wikimedia.org/wiki/File%3ABlausen_0742_Pneumothorax.png","","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"https://www.karger.com/Article/Abstract/135932","1","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/prevention/sterile-gauze-an-effective-tool-to-stop-bleeding-and-prevent-infection","sterile gauze","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding/quickclot-and-celox-the-best-hemostatic-agents","Hemostatic gauze","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding/how-to-stop-a-cut-from-bleeding-using-soft-t-tourniquet-israeli-bandage-dermabond-and-more","control bleeding","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"https://www.emsworld.com/article/10319768/abdominal-trauma","2","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding/how-to-stop-a-cut-from-bleeding-using-soft-t-tourniquet-israeli-bandage-dermabond-and-more","stop the bleeding","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding/what-is-and-how-to-use-israeli-bandage","Israeli pressure bandage","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/bleeding/cat-tourniquet-vs-soft-t-tourniquet","tourniquet","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/sites/default/files/north-american-rescue-hyfin-vent-chest-seal.jpg","","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"https://emedicine.medscape.com/article/827223-treatment","3","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
"//insidefirstaid.com/first-aid-kit/splinting-bone-fractures-with-a-sam-splint","SAM splints","https://insidefirstaid.com/bleeding/what-is-and-how-to-use-a-chest-seal-in-a-first-aid-kit","How to Use a Chest Seal and Occlusive Dressing | Inside First Aid",,,,,
